"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","df.int","iterations","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"41","competitor_sales_B",0.114777818826083,123798301.495881,0.346303277780147,625243.946948892,0.221500229245527,123798301.495881,0.346303277780147,625243.946948892,0.221500229245527,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"42","events",0.673321347482654,1965022.78725894,0.00549679457567595,982511.393629471,0.348066542646688,1965022.78725894,0.00549679457567595,982511.393629471,0.348066542646688,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"43","tv_S",320101.887252256,14352362.2197332,0.0401481282095532,72486.6778774402,0.0256792822152856,14352362.2197332,0.0401481282095532,72486.6778774402,0.0256792822152856,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,21871508.1,254319.861627907,0.342296512761419,0.339140017632875,0.0401406264855738,0.656212738239717,1.52389605036088,10208.5585734686,0.179337306604793,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.555028647937318
"44","ooh_S",213787.363801662,10600300.2945298,0.0296524160113109,53536.8701743931,0.0189660836775528,10600300.2945298,0.0296524160113109,53536.8701743931,0.0189660836775528,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,15661807,190997.646341463,0.245112586435792,0.25048044173926,0.488497231542723,0.676824857727454,1.47748710553814,93301.821468981,0.169677681231406,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.536131988382209
"45","print_S",254381.14266779,3416538.4506927,0.00955714617923218,17255.2447004682,0.00611287910181685,3416538.4506927,0.00955714617923218,17255.2447004682,0.00611287910181685,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,5084592.32,62772.744691358,0.0795755926839583,0.0807313035075324,0.0206842262309664,0.671939505799494,1.48822921017298,1298.40565233475,0.0685006213525412,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.473960714318177
"46","facebook_S",158052.705228109,8079332.36590464,0.0226004658123772,40804.7089187103,0.0144555615834376,8079332.36590464,0.0226004658123772,40804.7089187103,0.0144555615834376,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,12302572.72,135193.106813187,0.192539431702461,0.190911076454542,0.00463809952590743,0.656718927803634,1.52272145306433,627.039084616195,0.0359243733482799,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.439546853635428
"47","search_S",138793.258621612,5871338.91515052,0.0164240049072274,29653.2268441945,0.0105050142043128,5871338.91515052,0.0164240049072274,29653.2268441945,0.0105050142043128,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,8975900,53747.9041916168,0.140475876416369,0.13873716066579,1.71747014460801e-05,0.654122585495663,1.52876543659205,0.923104207843536,0.000143298473809783,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.386096957259913
"48","newsletter",214212.99422369,6222610.34913772,0.017406622984458,31427.3249956451,0.0111335099285304,6222610.34913772,0.017406622984458,31427.3249956451,0.0111335099285304,TRUE,0.7527338,0.878355955679931,0.937895362453952,0.962753543104273,0.0779447771389656,0.330973196997637,0.314973510422123,0.330973196997637,0.00676665891248751,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_145_15",1,145,15,1,2319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0221665091843748
"49","(Intercept)",666968.884690312,132059839.168682,0.368371388589383,666968.884690312,0.225712373980503,132059839.168682,0.368371388589383,666968.884690312,0.225712373980503,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"50","trend",0.126240476704076,44952730.9817676,0.125392398149806,227033.994857412,0.0768317430240209,44952730.9817676,0.125392398149806,227033.994857412,0.0768317430240209,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"51","season",0.325861235416189,-2481508.31464703,-0.0069219883154258,-12532.8702759951,-0.00424131315225901,-2481508.31464703,-0.0069219883154258,-12532.8702759951,-0.00424131315225901,FALSE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"52","holiday",0.816996743928583,2335050.11464505,0.00651345373864111,61448.6872275012,0.0207951665969317,2335050.11464505,0.00651345373864111,61448.6872275012,0.0207951665969317,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"53","competitor_sales_B",0.123275532921471,132963857.893156,0.370893083564491,671534.63582402,0.22725749332722,132963857.893156,0.370893083564491,671534.63582402,0.22725749332722,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"54","events",0.757864759455262,2211754.50259799,0.00616952952895964,1105877.251299,0.374245613927897,2211754.50259799,0.00616952952895964,1105877.251299,0.374245613927897,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"55","tv_S",308620.652388409,13151966.6093733,0.0366864614789338,66424.0737847136,0.0224789127762164,13151966.6093733,0.0366864614789338,66424.0737847136,0.0224789127762164,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,21871508.1,254319.861627907,0.342296512761419,0.33968957104872,0.0487408782325553,0.601328749222066,1.66298385249947,12395.7734077261,0.199328902646812,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.535151807228647
"56","ooh_S",197395.383202825,9196462.4435221,0.0256528681373235,46446.7800177884,0.0157182939447513,9196462.4435221,0.0256528681373235,46446.7800177884,0.0157182939447513,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,15661807,190997.646341463,0.245112586435792,0.237526635779267,0.389683633415322,0.587190382535176,1.70302516822999,74428.6568001161,0.24033695027174,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.560840633368637
"57","print_S",227539.957875197,3379268.63549338,0.00942622592537926,17067.0133105726,0.00577573583942356,3379268.63549338,0.00942622592537926,17067.0133105726,0.00577573583942356,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,5084592.32,62772.744691358,0.0795755926839583,0.0872798986906672,0.00741311430984714,0.664609554280524,1.5046428291007,465.341531939887,0.0278939561061975,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.514179567728945
"58","facebook_S",173348.836226073,7332397.00375303,0.0204531921511055,37032.3080997628,0.0125322940350598,7332397.00375303,0.0204531921511055,37032.3080997628,0.0125322940350598,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,12302572.72,135193.106813187,0.192539431702461,0.189381471755613,0.121601599265952,0.596005174741453,1.67783778124712,16439.6979982162,0.407475909723871,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.337652311930502
"59","search_S",175891.068670476,5657510.23393633,0.0157812164088112,28573.2840097794,0.00966963214372593,5657510.23393633,0.0157812164088112,28573.2840097794,0.00966963214372593,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,8975900,53747.9041916168,0.140475876416369,0.146122422725733,1.67025882092626e-05,0.630300051686887,1.58654595906137,0.897729110823474,0.000120121964635289,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.391605140831976
"60","newsletter",196262.34313432,7737131.79757474,0.0215821706425915,39076.4232200744,0.0132240535565092,7737131.79757474,0.0215821706425915,39076.4232200744,0.0132240535565092,TRUE,0.7391252,0.883053732389148,0.943003159933044,0.963774110400991,0.076432814718062,0.323624392005442,0.327927974106814,0.323624392005442,0.0128668302138233,0,119953.944512904,0.00173206,65481090.2648517,1e-04,"1_147_11",1,147,11,1,2347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.216200477579537
"61","(Intercept)",663383.942480516,131350020.611142,0.367423840413656,663383.942480516,0.235005913801788,131350020.611142,0.367423840413656,663383.942480516,0.235005913801788,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"62","trend",0.146377821582508,52123399.7770798,0.145804162286415,263249.493823635,0.0932569872320938,52123399.7770798,0.145804162286415,263249.493823635,0.0932569872320938,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"63","season",0.309004738895588,-2353142.21360323,-0.00658241654731989,-11884.5566343598,-0.00421014274410003,-2353142.21360323,-0.00658241654731989,-11884.5566343598,-0.00421014274410003,FALSE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"64","holiday",0.735451102580928,2101985.34346612,0.00587985844079894,55315.4037754242,0.0195956612440016,2101985.34346612,0.00587985844079894,55315.4037754242,0.0195956612440016,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"65","competitor_sales_B",0.11478077916182,123801494.486825,0.346308438640935,625260.073165782,0.221500409413984,123801494.486825,0.346308438640935,625260.073165782,0.221500409413984,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"66","events",0.673357667999084,1965128.7851494,0.00549703122837397,982564.392574698,0.348076623746282,1965128.7851494,0.00549703122837397,982564.392574698,0.348076623746282,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"67","tv_S",320088.275085168,14351751.8929577,0.0401459837816514,72483.5954189785,0.0256775488314995,14351751.8929577,0.0401459837816514,72483.5954189785,0.0256775488314995,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,21871508.1,254319.861627907,0.342296512761419,0.339463965131816,0.0401389195262071,0.656184833132643,1.52396085600756,10208.1244597987,0.179329680378942,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.555028647937318
"68","ooh_S",214405.34442009,10560439.3283277,0.0295405905261079,53335.5521632714,0.0188942923872787,10560439.3283277,0.0295405905261079,53335.5521632714,0.0188942923872787,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,15661807,190997.646341463,0.245112586435792,0.249787526614585,0.486996915448841,0.674279751265466,1.48306396287777,93015.2646262814,0.169935265090317,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.535285144242247
"69","print_S",254330.416995368,3415857.16508933,0.00955513636055844,17251.8038640875,0.00611150748788012,3415857.16508933,0.00955513636055844,17251.8038640875,0.00611150748788012,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,5084592.32,62772.744691358,0.0795755926839583,0.0807957402158083,0.0206801016277309,0.671805515587399,1.48852603439202,1298.14673966889,0.0684869617705317,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.473960714318177
"70","facebook_S",158042.912460392,8078831.77956507,0.0225988194344591,40802.1807048741,0.014454304886851,8078831.77956507,0.0225988194344591,40802.1807048741,0.014454304886851,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,12302572.72,135193.106813187,0.192539431702461,0.1910897213092,0.00463781215448129,0.656678238238048,1.52281580501758,627.000233980286,0.0359221475144977,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.439546853635428
"71","search_S",138780.72438081,5870808.68207926,0.0164223428535984,29650.5488993902,0.0105038031411658,5870808.68207926,0.0164223428535984,29650.5488993902,0.0105038031411658,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,8975900,53747.9041916168,0.140475876416369,0.13886304672859,1.71731504208664e-05,0.654063512525681,1.528903509903,0.92302084348895,0.000143285532708815,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.386096957259913
"72","newsletter",214210.276138471,6222531.39227858,0.017406212580766,31426.9262236292,0.0111330905712754,6222531.39227858,0.017406212580766,31426.9262236292,0.0111330905712754,TRUE,0.7527338,0.878350639377736,0.937865912787485,0.962745647110855,0.0779464803602977,0.331051660502306,0.31500689476493,0.331051660502306,0.00600583312912141,0,178867.282799294,0.00263185,65481090.2648517,1e-04,"1_147_13",1,147,13,1,2349,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0221665091843748
"73","(Intercept)",911123.931483733,180402538.433779,0.505759158034929,911123.931483733,0.260315350153584,180402538.433779,0.505759158034929,911123.931483733,0.260315350153584,TRUE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,NA,NA,NA,NA,NA
"74","trend",-0.166598680052849,-59323806.7683208,-0.166314503238469,0,0,-59323806.7683208,-0.166314503238469,0,0,FALSE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,NA,NA,NA,NA,NA
"75","season",0.245888940759812,-1872500.88276352,-0.00524956288369394,-9457.0751654723,-0.00270196155326499,-1872500.88276352,-0.00524956288369394,-9457.0751654723,-0.00270196155326499,FALSE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,NA,NA,NA,NA,NA
"76","holiday",0.956783134037863,2734572.17966692,0.00766638283020478,71962.4257807084,0.0205602371068232,2734572.17966692,0.00766638283020478,71962.4257807084,0.0205602371068232,TRUE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,NA,NA,NA,NA,NA
"77","competitor_sales_B",0.178814025116712,192867165.620507,0.540703784678822,974076.594042966,0.278301426285424,192867165.620507,0.540703784678822,974076.594042966,0.278301426285424,TRUE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,NA,NA,NA,NA,NA
"78","events",0.92824416622297,2708990.21037693,0.00759466368832736,1354495.10518847,0.386990019035349,2708990.21037693,0.00759466368832736,1354495.10518847,0.386990019035349,TRUE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,NA,NA,NA,NA,NA
"79","tv_S",248627.439759145,11508854.0857971,0.0322651133565742,58125.5256858441,0.0166069247540578,11508854.0857971,0.0322651133565742,58125.5256858441,0.0166069247540578,TRUE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,21871508.1,254319.861627907,0.342296512761419,0.346072029324941,0.0298636011607249,0.526203041563336,1.90040710716727,7594.90691490657,0.141609357198831,3,TRUE,0.475858724179475,0.00368103164257572,0.431592701335139,0.520106204076154,0.559012937031152
"80","ooh_S",192100.618336052,9407161.59371304,0.0263730109811136,47510.9171399648,0.0135742467122638,9407161.59371304,0.0263730109811136,47510.9171399648,0.0135742467122638,TRUE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,15661807,190997.646341463,0.245112586435792,0.282873992376143,0.336032640543767,0.600643437485409,1.66488125498631,64181.4434377665,0.247989922441775,3,TRUE,0.482509006574599,0.00973080177163868,0.36519679095471,0.599182106191916,0.635067783487861
"81","print_S",213645.916803486,4498781.10935931,0.012612348838363,22721.1167139359,0.00649160366541672,4498781.10935931,0.012612348838363,22721.1167139359,0.00649160366541672,TRUE,0.7629548,0.892167297381804,0.977219471470635,0.981238013194603,0.0733321055922112,0.197875303692769,0.214368708712908,0.197875303692769,0.101890354733391,0,7799.2031254529,1.91081e-05,65481090.2648517,1e-04,"1_151_2",1,151,2,1,2402,2,5084592.32,62772.744691358,0.0795755926839583,0.135278655581013,0.00272346671749282,0.8847869851165,1.13021553980965,170.959480932587,0.0105678202548063,3,TRUE,0.517626171992609,0.0244017478832834,0.223619938672092,0.810380496003576,0.650742319864265
